design name,composition: ALA,composition: CYS,composition: ASP,composition: GLU,composition: PHE,composition: GLY,composition: HIS,composition: ILE,composition: LYS,composition: LEU,composition: MET,composition: ASN,composition: PRO,composition: GLN,composition: ARG,composition: SER,composition: THR,composition: VAL,composition: TRP,composition: UNK,composition: TYR,hydrophobic fitness,isoelectric point (pH),mass (da),number of residues,packing density,budeff: total,budeff: steric,budeff: desolvation,budeff: charge,evoef2: total,evoef2: ref total,evoef2: intraR total,evoef2: interS total,evoef2 - interD total,dfire2 - total,rosetta - total,rosetta - fa_atr,rosetta - fa_rep,rosetta - fa_intra_rep,rosetta - fa_elec,rosetta - fa_sol,rosetta - lk_ball_wtd,rosetta - fa_intra_sol_xover4,rosetta - hbond_lr_bb,rosetta - hbond_sr_bb,rosetta - hbond_bb_sc,rosetta - hbond_sc,rosetta - dslf_fa13,rosetta - rama_prepro,rosetta - p_aa_pp,rosetta - fa_dun,rosetta - omega,rosetta - pro_close,rosetta - yhh_planarity,aggrescan3d: total_value,aggrescan3d: avg_value,aggrescan3d: min_value,aggrescan3d: max_value,pdb id,decoy or native,structure group
3WDCA_decoy9_127,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-6.03682632902912,6.200000000000005,16223.49988,147,55.40630472854641,-2158.574500599536,134.13814937179436,-1285.698441876631,-1007.0142080947004,-405.91,-37.43,281.84000000000003,-650.3,0.0,-238.3,1663.14657810671,-841.7473148366164,956.8338463911388,3.579369395383413,-145.7781293444836,595.2826355161842,-15.05835988049465,34.53458195723573,-0.2294838745930918,-86.96311817189174,-5.320458100462727,-6.922974840309848,0.0,66.63441856717637,0.3343866480500531,293.7459722648834,265.6358457364174,492.8174006790931,0,-50.9874,-0.3469,-3.5906,2.7892,3WDCA,decoy,3WDCA
3WDCA_decoy15_78,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-2.680274601527953,6.200000000000005,16223.49988,147,55.56567425569177,-2128.193640191316,142.40898481266146,-1313.1141870118356,-957.48843799213,-345.21,-37.43,295.55,-603.3400000000001,0.0,-229.3,2672.0892351677,-844.6992128935974,955.3337973342368,3.85061004548277,-147.9537522641686,582.7193375155764,-16.57916903592978,33.25765493312694,-2.032724698519294,-79.81998755181051,-0.4180150528118143,-2.794423919668161,0.0,77.01273606792545,-5.3099404116988,484.5892629185909,267.2713583381828,1311.893743842783,0,-79.1745,-0.5386,-3.4152,2.3553,3WDCA,decoy,3WDCA
3WDDA_native,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0136054421768707,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0272108843537414,-24.178239826672243,6.200000000000005,16239.49928,147,56.24146981627297,-2378.15755167546,55.103370102061696,-1377.417316897628,-1055.8436048798842,-882.6,-37.41,259.77,-1104.9699999999998,0.0,-261.5,-236.3031587248905,-871.0523809304756,99.49983224061144,1.868444495985701,-218.6653218170354,550.9915650050124,-25.9565381876195,37.22595671770835,-10.00804963133136,-84.68950403558084,-23.06591846798819,-12.85843418439847,0.0,-19.67773875643368,-27.33262209144658,287.0090852271327,21.57849722322698,3.698068467741579,0,-103.8027,-0.7061,-3.1403,1.3373,3WDDA,additional native,3WDC
3WDCA_decoy1_3,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-25.57514171417098,6.200000000000005,16223.49988,147,58.08931698774081,-2313.7778347689587,81.63023743273446,-1432.4741654470429,-962.9339067546412,-619.43,-37.43,256.44,-838.43,0.0,-272.2,1625.70139363228,-922.9930336888372,932.672886910622,3.242145791867563,-161.6539828980159,560.1989912248994,-18.44440659684731,34.78382420627355,-4.727800738855092,-84.83640779183713,-8.567920255422433,-1.565311292812978,0.0,10.71153653039154,-18.29668637626537,413.7946587776643,204.0914091831055,631.5235306463488,0,-119.232,-0.8111,-3.0438,0.714,3WDCA,decoy,3WDCA
3WDCA_decoy16_16,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-6.021968189500885,6.200000000000005,16223.49988,147,54.56392294220665,-2119.826434411412,154.04315921702917,-1263.0603088882735,-1010.8092847401678,-458.27,-37.43,281.8,-702.62,0.0,-227.4,1018.098738314707,-837.6490919568021,885.7032190658646,6.778249700091887,-167.1832094360333,609.2885653972273,-16.91638129419271,39.41980857676788,-1.456607735193406,-91.55282108208633,-1.34334115030368,-3.030874882941139,0.0,32.16098939116723,-7.355111894333041,282.6190199331193,195.9032795046024,36.94508617775165,0,-39.8924,-0.2714,-3.1248,2.0881,3WDCA,decoy,3WDCA
3WDCA_decoy12_2,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-10.503110203336234,6.200000000000005,16223.49988,147,56.19614711033275,-2291.2232387730164,142.20323276095442,-1333.204951628751,-1100.2215199052173,-477.1,-37.43,272.65,-712.3100000000001,0.0,-243.1,1517.325816880027,-890.3386623755412,1250.824850535674,3.238048219336376,-204.567957041599,633.6767397720371,-17.30227041576944,35.16671971433369,0.0,-103.3226560074859,-0.7572283206576182,-8.119750008341201,0.0,31.35801642469926,-5.14403444043849,259.1184962987754,341.983557617758,135.7439869072462,0,-56.44970000000001,-0.384,-2.2644,1.4966,3WDCA,decoy,3WDCA
3WDCA_decoy5_145,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-19.12370336725549,6.200000000000005,16223.49988,147,55.12959719789843,-2061.258061283174,140.56303908486248,-1306.9111052414178,-894.9099951266049,-415.77,-37.43,270.87,-649.19,0.0,-249.5,1181.822258344,-851.0183034855635,975.8208908713436,2.905401192835984,-145.4318953301806,573.9014336134596,-12.85268197787808,34.22041125541619,-3.684083306377934,-86.2928853572612,-2.073140840140799,-3.012383821434042,0.0,30.51709943406681,-12.65862045203521,249.6018628700946,275.74740292595,100.3637907517041,0,-93.89440000000002,-0.6387,-3.6609,1.6894,3WDCA,decoy,3WDCA
3WDCA_decoy22_8,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-6.895006922381381,6.200000000000005,16223.49988,147,56.6970227670753,-2265.714146930612,146.86612917665892,-1310.2326844598736,-1102.3475916474033,-467.14,-37.43,287.3,-716.99,0.0,-238.6,1513.530881309526,-881.6810824027525,788.463904749919,2.693445484369948,-181.9615156133597,654.7587992268133,-11.19769091771596,38.01841549301845,-1.534895552412756,-97.73646814816507,-2.727405510501316,-3.3287043379556,0.0,69.82913866499057,8.308799204793134,339.4543453085731,276.2805729233175,460.1232627365939,0,-39.0581,-0.2657,-2.9825,2.6447,3WDCA,decoy,3WDCA
3WDCA_decoy24_30,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-4.945313842929795,6.200000000000005,16223.49988,147,54.784588441331,-2203.2262470892933,157.00411373638312,-1274.4027361989477,-1085.827624626722,-336.03,-37.43,300.29,-598.8800000000001,0.0,-233.0,2026.830868614688,-844.1175969484613,914.3303892749118,6.108163504595916,-189.735926719946,626.3132729446426,-17.17611992599574,34.94253703471414,-0.3602754278163197,-89.8217409147231,-0.1984253577568312,-5.186405600389604,0.0,70.91309588620823,1.772305798380003,430.681000746488,206.7777422064018,825.8208921134344,0,-47.097,-0.3204,-2.4228,1.9272,3WDCA,decoy,3WDCA
3WDCA_decoy9_55,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-6.87375631300498,6.200000000000005,16223.49988,147,56.26269702276708,-2147.21447753741,159.62031454001863,-1315.4263916257662,-991.4084004516734,-375.98,-37.43,290.37,-628.9399999999999,0.0,-236.9,2277.960899375629,-858.3825831286041,1479.758630355025,4.256158887321747,-175.7450459598618,610.600133512091,-12.92356999948621,37.88459551912943,-2.866307320338497,-85.37360726028498,-3.723970884513085,-2.79330167904659,0.0,64.16325434057244,-11.64844332044232,288.0655518459338,363.1145087155851,527.8069357525485,0,-64.71390000000001,-0.4402,-3.8222,1.8709,3WDCA,decoy,3WDCA
3WDCA_decoy32_27,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-5.981786561280776,6.200000000000005,16223.49988,147,52.14711033274956,-2020.400552848196,134.728050803199,-1205.8644213617276,-949.2641822896796,-405.27,-37.43,289.32,-657.16,0.0,-223.0,1969.699005681377,-789.2264894545317,720.7214084309991,2.531782152352662,-142.893588508587,564.8059841217047,-15.77044974080972,31.24729067921987,0.0,-89.91062469780667,-0.3904801696391204,-5.294428908911662,0.0,115.3660521411082,4.089032246359261,345.6586221909715,171.0402004212496,1001.956734777698,0,-93.5952,-0.6367,-3.1114,1.5483,3WDCA,decoy,3WDCA
3WDCA_decoy9_141,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-3.924085195487276,6.200000000000005,16223.49988,147,55.942206654991246,-2167.441214353101,167.65307844222545,-1307.40529717666,-1027.6889956186642,-413.92,-37.43,299.85,-676.3199999999998,0.0,-238.7,2173.804962693983,-854.4780065617449,1054.759543946084,8.390057685933565,-163.0688103670603,617.5904768356837,-14.70894077960793,39.50005541293294,-4.750290771563046,-86.71920138193205,-4.203358060366322,-4.902446147247933,0.0,50.041384535477,-4.354436325021226,485.589145928131,270.6515659781787,728.7002627661057,0,-46.8288,-0.3186,-2.5105,2.0067,3WDCA,decoy,3WDCA
3WDCA_decoy3_127,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-14.624121400727436,6.200000000000005,16223.49988,147,54.768826619964976,-2117.3928878831443,99.45394101605294,-1311.928412663171,-904.9184162360344,-519.78,-37.43,271.46,-753.8100000000001,0.0,-246.2,1715.874311230036,-836.9447170666679,767.2050677508564,4.368451004467012,-149.5126352867276,561.9596351069308,-17.01548231604707,37.00019987084256,-1.854797618723631,-88.48527568590414,-5.626838586656891,-3.094076414059094,0.0,6.316275485357014,-17.0564121229728,360.1607115461325,214.4028808845669,828.2833646786418,0,-106.075,-0.7216,-3.9572,1.5955,3WDCA,decoy,3WDCA
3WDCA_decoy22_37,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-6.70325414985539,6.200000000000005,16223.49988,147,54.82311733800351,-2139.417962389453,150.0886219540695,-1288.549671495974,-1000.9569128475616,-377.47,-37.43,287.39,-627.4,0.0,-231.1,1923.347538226573,-842.219065675723,1182.120954628502,4.170772028847826,-174.5191380168454,599.9849248898282,-17.51460515299149,32.53960720205437,0.0,-92.1283758404366,0.0,-3.785798825927769,0.0,52.63233085866133,1.475354104663936,318.2625627362168,190.0319441414516,616.5281111482701,0,-50.5696,-0.344,-3.1829,2.0304,3WDCA,decoy,3WDCA
3WDCA_decoy13_15,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-14.032725703013108,6.200000000000005,16223.49988,147,55.8108581436077,-2163.139230945133,154.13040542465913,-1346.9518630459993,-970.3177733237852,-508.62,-37.43,290.86,-762.0600000000001,0.0,-240.6,2001.504351537405,-878.4200187765773,1098.650237423538,5.098427773847892,-157.9432627903293,568.584515559794,-19.40368891527202,31.94342114630622,0.0,-95.4582833011356,-2.297225296327285,-0.8634107894263555,0.0,40.76652304382025,0.2367210868668256,385.4583533690638,233.4355815381467,735.9485004650892,0,-86.9767,-0.5917,-2.9846,1.5375,3WDCA,decoy,3WDCA
3WDCA_decoy9_90,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-4.520647900592148,6.200000000000005,16223.49988,147,54.53064798598949,-2082.159502890787,141.8808804748776,-1268.0990337987855,-955.9413495668792,-462.88,-37.43,283.35,-708.8100000000002,0.0,-238.2,1376.557942592544,-818.7022090521506,637.0482394656246,3.532785898621671,-152.9961832925439,596.1156757170836,-12.32201978787806,35.93074624733902,-3.585600015506061,-86.01142836810574,-3.174999629280241,-1.342099380856039,0.0,39.03009607035711,-1.888712039689433,285.0986310648574,195.8151264360452,608.2419332586253,0,-54.81960000000001,-0.3729,-3.2124,2.2661,3WDCA,decoy,3WDCA
3WDCA_decoy1_22,0.0748299319727891,0.0,0.0068027210884353,0.1156462585034013,0.0204081632653061,0.1088435374149659,0.0408163265306122,0.0748299319727891,0.0272108843537414,0.1496598639455782,0.0136054421768707,0.0204081632653061,0.0204081632653061,0.0680272108843537,0.0748299319727891,0.0476190476190476,0.0340136054421768,0.0816326530612244,0.0,0,0.0204081632653061,-24.26618798843652,6.200000000000005,16223.49988,147,57.02626970227671,-2332.829732311832,80.34602345506535,-1400.378114215521,-1012.797641551383,-683.85,-37.43,253.5,-899.9100000000002,0.0,-273.7,1053.098122907703,-892.0251286336181,673.2412345660773,2.769884982125134,-175.7178460371599,560.9504620349087,-18.96555715891298,33.21880761514933,-6.457112335456909,-85.15010464136448,-9.166749930954998,-2.23834699431427,0.0,3.04965229641726,-26.50883544724947,294.1338980014375,170.9985934319051,475.1973111587143,0,-114.04739999999998,-0.7758,-3.2256,1.076,3WDCA,decoy,3WDCA
