design name,composition: ALA,composition: CYS,composition: ASP,composition: GLU,composition: PHE,composition: GLY,composition: HIS,composition: ILE,composition: LYS,composition: LEU,composition: MET,composition: ASN,composition: PRO,composition: GLN,composition: ARG,composition: SER,composition: THR,composition: VAL,composition: TRP,composition: UNK,composition: TYR,hydrophobic fitness,isoelectric point (pH),mass (da),number of residues,packing density,budeff: total,budeff: steric,budeff: desolvation,budeff: charge,evoef2: total,evoef2: ref total,evoef2: intraR total,evoef2: interS total,evoef2 - interD total,dfire2 - total,rosetta - total,rosetta - fa_atr,rosetta - fa_rep,rosetta - fa_intra_rep,rosetta - fa_elec,rosetta - fa_sol,rosetta - lk_ball_wtd,rosetta - fa_intra_sol_xover4,rosetta - hbond_lr_bb,rosetta - hbond_sr_bb,rosetta - hbond_bb_sc,rosetta - hbond_sc,rosetta - dslf_fa13,rosetta - rama_prepro,rosetta - p_aa_pp,rosetta - fa_dun,rosetta - omega,rosetta - pro_close,rosetta - yhh_planarity,aggrescan3d: total_value,aggrescan3d: avg_value,aggrescan3d: min_value,aggrescan3d: max_value,decoy or native,pdb id
3CHBD_decoy1_5,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-25.4579594678218,8.40000000000001,11626.19198,103,53.2678132678133,-1314.17271993418,88.9146884235526,-875.714950336817,-527.372458020917,-313.08,-32.76,230.73,-511.04,0,-156.1,911.985186447435,-546.532463172436,355.04126603961,4.46373550449485,-124.283730786801,348.770971205242,-5.80080693636587,22.7339300870939,-38.1026951441935,-27.4138726827819,-0.229003199766609,-5.36418085133792,0.0,45.1016750705074,-4.04624910656297,211.219587285024,186.191215499999,457.41263763571,0,-75.7587,-0.7355,-3.6387,2.2047,decoy,3CHBD
3CHBD_decoy3_22,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-14.4967318997525,8.40000000000001,11626.19198,103,50.985257985258,-1271.78187743679,68.7749161355315,-823.044641082619,-517.512152489707,-273.38,-32.76,242.55,-483.17,0,-148.5,1085.97107173355,-514.76781844568,303.456687017149,2.33567096192054,-118.48212363463,345.497571171215,-8.66874715517124,21.9820602624823,-31.1513690147253,-31.449432485557,-2.75231537698444,-1.61469474386573,0.0,48.2960272523013,-0.28468224604705,260.047580702981,327.388051693376,453.315435774788,0,-103.3403,-1.0033,-3.4863,0.9917,decoy,3CHBD
3CHBD_decoy19_129,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-6.52925819925743,8.40000000000001,11626.19198,103,52.8452088452088,-1239.01776853238,88.2043679162139,-844.471609975397,-482.750526473202,-202.16,-32.76,260.44,-429.84,0,-131.9,1548.11647651086,-530.243915652765,436.400297568159,5.8307408431127,-98.9113310142577,382.230375486469,-5.53278008645117,25.2882703511765,-30.3091215280199,-24.3586228145459,-1.70247863478468,-3.44060321054493,0.0,66.7556496643121,4.90404774372421,284.881773408103,426.430394027446,577.070610359723,0,-71.3567,-0.6928,-3.0164,1.9761,decoy,3CHBD
3CHBD_decoy4_24,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-9.6101968595297,8.40000000000001,11626.19198,103,53.3734643734644,-1183.76408674113,154.801513027336,-870.954880255384,-467.610719513077,-46.54,-32.76,269.86,-283.64,0,-139.7,2163.1657157444,-539.549771850054,955.327340539555,1.77837245746095,-109.586305579269,363.357170433436,-0.928109180797392,20.0176282975768,-36.7490137912775,-19.7950213665219,-0.671862761444853,-3.03790044228552,0.0,113.336887271581,12.7047423459572,348.801828581174,334.361968838117,690.974591951192,0,-57.0126,-0.5535,-3.3834,1.6822,decoy,3CHBD
3CHBD_decoy33_119,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-14.7628886912129,8.40000000000001,11626.19198,103,53.4889434889435,-1226.86741856315,97.0451349646902,-864.602705797851,-459.309847729991,-171.08,-32.76,255.04,-393.39,0,-141.5,1837.36213817197,-534.395068114307,661.780856655558,2.77957458310594,-100.686887690829,364.575122725366,-4.13734764634117,22.0292914786631,-34.0866647535094,-24.2688700844991,-0.461085117371606,-1.68740666394353,0.0,44.5035745883599,2.25415857972189,303.802086486507,333.415389073496,769.122244071986,0,-70.0851,-0.6804,-3.8448,2.3471,decoy,3CHBD
3CHBD_decoy4_49,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-13.7332727413366,8.40000000000001,11626.19198,103,54.022113022113,-1267.90903622995,73.0637021490295,-889.248028697704,-451.724709681277,-205.78,-32.76,260.0,-433.01,0,-146.0,1431.77275383391,-555.28849584621,713.63456120698,2.0648405745947,-108.511406495024,354.575234536257,-7.14774556300451,21.4377903686442,-36.4770146621188,-20.4654022026962,-3.16233344433311,-0.760853522921046,0.0,81.9266855555432,15.5809567309145,275.333040811502,217.974762282355,448.234963503424,0,-76.4546,-0.7423,-3.9591,1.6774,decoy,3CHBD
3CHBD_decoy1_32,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-18.2985960705446,8.40000000000001,11626.19198,103,52.1621621621622,-1307.75668787368,76.4738373066133,-841.301038875401,-542.929486304895,-292.74,-32.76,250.03,-510.01,0,-149.9,1192.64907155914,-523.985003497651,293.713931993537,6.41134815469714,-124.816279256365,353.761756480963,-2.27926494434784,23.5351709384225,-38.4745647526501,-30.1843596759552,-0.355895349694167,-1.26532531058082,0.0,42.8323490705536,3.35543721395467,227.379468558322,347.804899118509,582.392232817426,0,-92.0197,-0.8934,-3.6416,2.1548,decoy,3CHBD
3CHBD_decoy2_73,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-20.2802927753713,8.40000000000001,11626.19198,103,53.1253071253071,-1253.70763375682,104.776307978793,-863.432717391344,-495.051224344271,-240.92,-32.76,251.65,-459.82,0,-149.2,1173.84360755113,-538.049988234331,518.438068103156,3.4478259192538,-100.682349564563,353.135489266235,-3.27184852659764,22.7485519795763,-29.6386103929104,-29.3495920688112,-3.57789156778384,-2.67616341738059,1.01441147452446,54.3605834491997,2.32675958195175,261.286008480987,326.795562678484,304.713620390143,0,-98.4997,-0.9563,-3.6208,1.9445,decoy,3CHBD
3CHBD_decoy1_25,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-21.6004022277228,8.40000000000001,11626.19198,103,53.7616707616708,-1245.03948878676,99.3046000186586,-880.635061552574,-463.709027252841,-245.03,-32.76,239.31,-451.57,0,-152.4,2102.88481650685,-554.155562654458,639.191110907054,4.19234764438003,-103.143486407512,357.119652341205,-7.03543623296946,24.8127619275471,-34.1380205817045,-29.5111787648081,-1.30168557823461,-6.47400113019865,0.0,24.036045809878,-2.08693879936279,524.604638912029,332.658932122671,901.292466991336,0,-83.1378,-0.8072,-3.3011,2.0991,decoy,3CHBD
3CHBD_decoy2_179,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-15.7942837252475,8.40000000000001,11626.19198,103,52.0958230958231,-1185.77696356833,88.361617916525,-836.803630133421,-437.334951351436,-161.93,-32.76,260.65,-389.83,0,-143.0,1328.75552756141,-502.894286572777,497.569851179329,1.74042966542738,-89.8414771632033,326.16758895529,-6.65624316100065,20.3949322015343,-33.3763437337902,-22.2740323348597,-0.664683986002985,-0.986370221703562,0.0,90.66692816267,4.78323901704559,260.151505757173,345.792187326215,405.359132470065,0,-100.0968,-0.9718,-3.4147,1.9023,decoy,3CHBD
3CHBD_decoy25_28,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-9.17017326732673,8.40000000000001,11626.19198,103,54.4447174447175,-1266.09384879469,130.883246023474,-884.379623414617,-512.597471403549,-121.96,-32.76,265.53,-354.75,0,-141.6,1343.64603090896,-562.346674688458,668.91678640027,3.4524789774229,-113.982053441387,404.048215786934,-2.36142256015425,26.6694710133116,-20.8309725385254,-27.9798712986147,-1.38999610853455,-3.38939353651477,0.0,105.916459632019,14.1325402881517,194.763812392596,372.585674935538,252.617805654901,0,-42.1295,-0.409,-3.083,3.3198,decoy,3CHBD
3MMHA_native,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-18.9125130656265,4.4,18165.34038,167,56.6911076443058,-2437.40614218618,105.171269792929,-1545.5752812314,-997.002130747716,-859.26,-31.59,318.33,-1146.01,0,-294.0,-278.170261216503,-944.27190184267,104.719649416984,1.64404077278668,-241.05634968869,560.27291552871,-20.2826207931334,32.6231970386051,-41.0537557489196,-56.9639254516662,-30.2643292787976,-10.973172744246,-0.772218088621265,-3.70741317441144,-28.7083191581931,267.77292309507,43.9770502899424,6.49729861074836,0,-108.5111,-0.6498,-2.7164,1.5031,native,3MMHA
3MMHA_decoy20_110,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-10.1744854966518,4.4,18165.34038,167,56.0530835284934,-2118.10345638167,213.470111417032,-1477.26743348734,-854.306134311358,-277.27,-31.59,380.37,-626.07,0,-273.6,3201.42342912728,-909.903324883545,1236.18788414157,5.53497180101606,-175.552398454356,587.257714896766,-10.1601625165371,38.8575968964412,-37.5348508625856,-58.1581395307375,-1.9602869568399,-1.72059225891232,0.0,81.3806910285916,5.95702214942474,539.213812645437,435.493677974357,1384.15314305719,0,-76.8264,-0.46,-3.5296,1.9436,decoy,3MMHA
3MMHA_decoy9_23,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-14.8378018290945,4.4,18165.34038,167,57.856362217018,-2289.95454216384,199.505108472836,-1561.92066097725,-927.53898965941,-382.99,-31.59,371.13,-722.57,0,-297.9,4388.2395625143,-963.197420205946,1415.19372888931,4.78553852436163,-167.6539908973,589.407644456978,-10.345496545868,35.4099240710069,-34.693528609909,-60.2793098566641,-4.24903103060057,-4.26205455233068,0.0,95.0900772383971,-8.60506329536192,625.37250847996,400.135174438827,2393.75419140944,0,-79.851,-0.4781,-2.8641,1.4814,decoy,3MMHA
3MMHA_decoy11_30,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-12.4287750793063,4.4,18165.34038,167,57.5113192818111,-2291.50890412195,169.562995837661,-1543.67354793936,-917.398352020238,-427.55,-31.59,356.73,-752.72,0,-291.5,3122.36101792111,-966.698478461832,1386.07731992611,5.01011055719443,-164.531878574367,609.658803865774,-12.0959803841675,38.2914162407307,-34.8207179068103,-73.2461339103768,-0.991888088590027,-1.75143007913231,0.0,68.5899685254629,4.96872704261969,488.045897644604,256.898412122656,1436.58019940123,0,-62.7072,-0.3755,-2.6474,1.9474,decoy,3MMHA
3MMHA_decoy14_144,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-4.44416731694313,4.4,18165.34038,167,54.8009367681499,-2143.14698890957,181.505617459622,-1432.99389836018,-891.658708009002,-292.84,-31.59,362.91,-624.17,0,-264.6,3634.90987473723,-883.133804203936,1489.34913872276,3.09989449568298,-164.323527344187,604.3155802221,-7.07563065717836,35.1111439401133,-33.3507194297059,-67.2358522673215,-3.27900527545403,-1.74380371333298,0.0,76.7535769554642,-3.89954937409507,567.022650005414,459.247787716889,1481.67532494402,0,-46.6077,-0.2791,-2.8565,2.2781,decoy,3MMHA
3MMHA_decoy1_4,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-17.6328850227815,4.4,18165.34038,167,57.0054644808743,-2315.08432861906,171.372103950808,-1543.59452497699,-942.861907592849,-514.15,-31.59,342.69,-825.28,0,-296.1,2852.44378988703,-939.551534600641,787.554516057953,3.92884596669977,-186.650665482114,576.311852527058,-10.1110780713024,32.1703225852253,-41.5914741237285,-62.9863269896369,-3.41783334874148,-0.541557238699252,0.0,61.323493708665,-9.34088734006071,589.96828527898,272.717950168912,1700.28321078846,0,-86.8733,-0.5202,-2.7037,1.4939,decoy,3MMHA
3MMHA_decoy5_7,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-15.5259761186889,4.4,18165.34038,167,57.024199843872,-2322.26859426952,146.679123283033,-1553.79999259408,-915.147724958489,-436.94,-31.59,350.57,-755.93,0,-294.4,3754.37332654454,-948.028136803195,947.11278348593,4.45296968216881,-166.837154903993,571.392352034023,-16.9033957555788,36.9358818564462,-34.2280387029109,-58.6242754603045,-7.09945159403987,-2.23040530278326,0.0,61.4196921476611,-12.0432226349372,603.026630862476,343.981487650207,2349.66893998337,0,-114.6918,-0.6868,-3.4626,1.2104,decoy,3MMHA
3MMHA_decoy12_73,0.131736526946108,0.023952095808383,0.077844311377246,0.065868263473054,0.053892215568862,0.07185628742515,0.029940119760479,0.035928143712575,0.029940119760479,0.101796407185629,0.005988023952096,0.011976047904192,0.035928143712575,0.029940119760479,0.047904191616767,0.065868263473054,0.035928143712575,0.101796407185629,0.023952095808383,0,0.017964071856288,-9.53195118555382,4.4,18165.34038,167,57.239656518345,-2408.94839470669,161.833824909231,-1533.34350641722,-1037.43871319869,-458.2,-31.59,345.43,-772.07,0,-287.5,2760.55681705745,-940.7258832982,1124.69014190003,4.98309961887031,-192.389318243296,596.056144785038,-13.4199892842581,42.4814507988543,-36.0369172983293,-63.2158985846685,-1.39036850690526,-1.2246675270884,0.0,60.7291478936143,-1.23504581410928,493.076276870194,344.492625674851,1261.30934807286,0,-58.2831,-0.349,-2.7876,2.058,decoy,3MMHA
